ID,Player,Location,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0
1052,B Muzarabani (ZIM),H,2018-2023,19,17,7,61,17*,6.1,124,49.19,0,0,5
1053,B Muzarabani (ZIM),A,2018-2022,11,8,2,28,17,4.66,51,54.9,0,0,1
1054,B Muzarabani (ZIM),N,2018-2018,6,4,1,0,0*,0,26,0,0,0,3
1055,B Muzarabani (ZIM),T,2018-2023,36,29,10,89,17*,4.68,201,44.27,0,0,9
1056,B Reddy (IND),A,1978-1981,2,1,1,8,8*,-,11,72.72,0,0,0
1057,B Reddy (IND),N,1981-1981,1,1,1,3,3*,-,9,33.33,0,0,0
1058,B Reddy (IND),T,1978-1981,3,2,2,11,8*,-,20,55,0,0,0
1059,B Regmi (NEPAL),A,2018-2019,3,3,0,1,1,0.33,22,4.54,0,0,2
1060,B Regmi (NEPAL),N,2018-2018,1,1,0,12,12,12,25,48,0,0,0
1061,B Regmi (NEPAL),T,2018-2019,4,4,0,13,12,3.25,47,27.65,0,0,2
1062,B Sharki (NEPAL),H,2022-2023,8,7,1,252,67,42,316,79.74,0,1,0
1063,B Sharki (NEPAL),A,2023-2023,1,1,0,70,70,70,99,70.7,0,1,0
1064,B Sharki (NEPAL),N,2022-2023,2,1,0,8,8,8,35,22.85,0,0,0
1065,B Sharki (NEPAL),T,2022-2023,11,9,1,330,70,41.25,450,73.33,0,2,0
1066,B Shikongo (NAM),H,2022-2023,6,4,2,5,2*,2.5,17,29.41,0,0,0
1067,B Shikongo (NAM),A,2022-2023,4,1,1,1,1*,-,7,14.28,0,0,0
1068,B Shikongo (NAM),N,2020-2023,4,3,3,3,2*,-,13,23.07,0,0,0
1069,B Shikongo (NAM),T,2020-2023,14,8,6,9,2*,4.5,37,24.32,0,0,0
1070,B Stanlake (AUS),H,2017-2019,3,2,1,1,1*,1,8,12.5,0,0,1
1071,B Stanlake (AUS),A,2018-2018,4,3,1,3,2,1.5,20,15,0,0,0
1072,B Stanlake (AUS),T,2017-2019,7,5,2,4,2,1.33,28,14.28,0,0,1
1073,B Ward (JER),A,2023-2023,1,1,0,13,13,13,29,44.82,0,0,0
1074,B Ward (JER),N,2023-2023,4,4,1,62,46,20.66,92,67.39,0,0,0
1075,B Ward (JER),T,2023-2023,5,5,1,75,46,18.75,121,61.98,0,0,0
1076,B Warnapura (SL),H,1982-1982,2,2,0,14,10,7,50,28,0,0,0
1077,B Warnapura (SL),A,1982-1982,5,5,0,87,77,17.4,148,58.78,0,1,1
1078,B Warnapura (SL),N,1975-1979,5,5,0,79,31,15.8,217,36.4,0,0,0
1079,B Warnapura (SL),T,1975-1982,12,12,0,180,77,15,415,43.37,0,1,1
1080,B Wood (ENG),H,1972-1982,11,10,1,267,78*,29.66,527,50.66,0,2,1
1081,B Wood (ENG),A,1975-1975,2,2,1,47,33,47,120,39.16,0,0,0
1082,B Wood (ENG),T,1972-1982,13,12,2,314,78*,31.4,647,48.53,0,2,1
1083,B Yardley (AUS),H,1981-1982,2,2,0,51,28,25.5,85,60,0,0,0
1084,B Yardley (AUS),A,1978-1983,5,2,0,7,7,3.5,13,53.84,0,0,1
1085,B Yardley (AUS),T,1978-1983,7,4,0,58,28,14.5,98,59.18,0,0,1
1086,B Yograj Singh (IND),A,1981-1981,4,3,2,1,1,1,11,9.09,0,0,0
1087,B Yograj Singh (IND),N,1980-1980,2,1,0,0,0,0,1,0,0,0,1
1088,B Yograj Singh (IND),T,1980-1981,6,4,2,1,1,0.5,12,8.33,0,0,1
1089,B Zuiderent (NED),H,2006-2010,15,15,3,267,55*,22.25,424,62.97,0,1,2
1090,B Zuiderent (NED),A,1996-2011,11,11,0,164,56,14.9,301,54.48,0,1,3
1091,B Zuiderent (NED),N,1996-2011,31,30,7,666,77*,28.95,1148,58.01,0,6,2
1092,B Zuiderent (NED),T,1996-2011,57,56,10,1097,77*,23.84,1873,58.56,0,8,7
1093,BA Carse (ENG),H,2021-2022,7,6,2,77,31,19.25,97,79.38,0,0,0
1094,BA Carse (ENG),A,2022-2022,2,-,-,-,-,-,-,-,-,-,-
1095,BA Carse (ENG),T,2021-2022,9,6,2,77,31,19.25,97,79.38,0,0,0
1096,BA Edgar (NZ),H,1980-1986,18,18,1,583,99*,34.29,1094,53.29,0,5,0
1097,BA Edgar (NZ),A,1978-1986,29,29,2,625,102*,23.14,1348,46.36,1,1,3
1098,BA Edgar (NZ),N,1979-1986,17,17,2,606,84*,40.4,1243,48.75,0,4,0
1099,BA Edgar (NZ),T,1978-1986,64,64,5,1814,102*,30.74,3685,49.22,1,10,3
1100,BA King (WI),H,2020-2022,11,11,0,184,54,16.72,289,63.66,0,1,2
1101,BA King (WI),A,2022-2023,10,10,2,310,91*,38.75,324,95.67,0,3,1
1102,BA King (WI),N,2019-2019,1,1,0,39,39,39,56,69.64,0,0,0
1103,BA King (WI),T,2019-2023,22,22,2,533,91*,26.65,669,79.67,0,4,3
1104,BA Murphy (ZIM),H,2001-2003,11,5,1,29,15*,7.25,41,70.73,0,0,0
1105,BA Murphy (ZIM),A,2000-2001,10,4,3,7,4*,7,13,53.84,0,0,0
1106,BA Murphy (ZIM),N,2000-2003,10,8,4,36,20*,9,76,47.36,0,0,1
1107,BA Murphy (ZIM),T,2000-2003,31,17,8,72,20*,8,130,55.38,0,0,1
1108,BA Parchment (WI),A,2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0
1109,BA Parchment (WI),T,2007-2008,7,7,0,122,48,17.42,217,56.22,0,0,0
1110,BA Reid (AUS),H,1986-1992,35,14,8,37,10,6.16,86,43.02,0,0,0
1111,BA Reid (AUS),A,1986-1992,17,5,0,10,3,2,25,40,0,0,0
1112,BA Reid (AUS),N,1986-1987,9,2,0,2,2,1,6,33.33,0,0,1
1113,BA Reid (AUS),T,1986-1992,61,21,8,49,10,3.76,117,41.88,0,0,1
1114,BA Stokes (ENG),H,2011-2022,61,50,9,1767,102*,43.09,1884,93.78,2,11,1
1115,BA Stokes (ENG),A,2011-2021,44,40,6,1157,101,34.02,1191,97.14,1,10,5
1116,BA Stokes (ENG),T,2011-2022,105,90,15,2924,102*,38.98,3075,95.08,3,21,6
1117,BA Westdijk (NED),A,2011-2011,1,1,1,1,1*,-,3,33.33,0,0,0
1118,BA Westdijk (NED),N,2011-2011,3,2,0,0,0,0,3,0,0,0,2
1119,BA Westdijk (NED),T,2011-2011,4,3,1,1,1*,0.5,6,16.66,0,0,2
1120,BA Williams (AUS),H,2002-2004,16,4,2,13,13*,6.5,26,50,0,0,2
1121,BA Williams (AUS),A,2003-2004,7,1,1,11,11*,-,16,68.75,0,0,0
1122,BA Williams (AUS),N,2003-2003,2,1,1,3,3*,-,4,75,0,0,0
1123,BA Williams (AUS),T,2002-2004,25,6,4,27,13*,13.5,46,58.69,0,0,2
1124,BA Young (NZ),H,1994-1999,32,32,1,614,57,19.8,1047,58.64,0,3,3
1125,BA Young (NZ),A,1990-1998,21,21,2,499,65,26.26,777,64.22,0,3,2
1126,BA Young (NZ),N,1990-1998,21,20,2,555,74,30.83,909,61.05,0,3,0
1127,BA Young (NZ),T,1990-1999,74,73,5,1668,74,24.52,2733,61.03,0,9,5
1128,Babar Azam (PAK),H,2015-2023,20,20,2,1303,125,72.38,1386,94.01,6,8,0
1129,Babar Azam (PAK),A,2015-2022,49,48,6,2184,158,52,2422,90.17,6,11,2
1130,Babar Azam (PAK),N,2015-2019,31,30,4,1602,123,61.61,1894,84.58,6,7,1
1131,Babar Azam (PAK),T,2015-2023,100,98,12,5089,158,59.17,5702,89.24,18,26,3
1132,Babar Hayat (HKG),H,2016-2016,4,4,1,167,82*,55.66,194,86.08,0,2,1
1133,Babar Hayat (HKG),A,2015-2018,6,6,0,150,56,25,186,80.64,0,1,1
1134,Babar Hayat (HKG),N,2014-2018,12,12,1,467,89,42.45,619,75.44,0,5,1
1135,Babar Hayat (HKG),T,2014-2018,22,22,2,784,89,39.2,999,78.47,0,8,3
1136,Badal Singh (OMA),A,2020-2020,1,1,0,5,5,5,12,41.66,0,0,0
1137,Badal Singh (OMA),N,2020-2020,1,-,-,-,-,-,-,-,-,-,-
1138,Badal Singh (OMA),T,2020-2020,2,1,0,5,5,5,12,41.66,0,0,0
1139,Basil Hameed (UAE),H,2019-2022,12,11,1,301,63*,30.1,434,69.35,0,2,0
1140,Basil Hameed (UAE),A,2020-2023,12,11,0,228,61,20.72,302,75.49,0,1,1
1141,Basil Hameed (UAE),N,2020-2023,6,5,0,89,34,17.8,123,72.35,0,0,0
1142,Basil Hameed (UAE),T,2019-2023,30,27,1,618,63*,23.76,859,71.94,0,3,1
1143,Basir Ahamad (NEPAL),A,2022-2022,1,-,-,-,-,-,-,-,-,-,-
1144,Basir Ahamad (NEPAL),N,2022-2022,2,2,0,3,3,1.5,13,23.07,0,0,1
1145,Basir Ahamad (NEPAL),T,2022-2022,3,2,0,3,3,1.5,13,23.07,0,0,1
1146,Basit Ali (PAK),H,1993-1995,8,6,2,186,63,46.5,253,73.51,0,2,0
1147,Basit Ali (PAK),A,1993-1995,23,20,0,525,60,26.25,804,65.29,0,4,1
1148,Basit Ali (PAK),N,1993-1996,19,17,4,554,127*,42.61,612,90.52,1,3,2
1149,Basit Ali (PAK),T,1993-1996,50,43,6,1265,127*,34.18,1669,75.79,1,9,3
1150,BAW Mendis (SL),H,2008-2015,42,18,7,61,21*,5.54,117,52.13,0,0,7
1151,BAW Mendis (SL),A,2008-2015,32,14,6,47,18*,5.87,76,61.84,0,0,3
1152,BAW Mendis (SL),N,2008-2014,13,10,6,80,19*,20,70,114.28,0,0,0
1153,BAW Mendis (SL),T,2008-2015,87,42,19,188,21*,8.17,263,71.48,0,0,10
1154,Bazid Khan (PAK),H,2004-2008,4,4,0,65,51,16.25,135,48.14,0,1,1
1155,Bazid Khan (PAK),A,2005-2005,1,1,0,66,66,66,97,68.04,0,1,0
1156,Bazid Khan (PAK),T,2004-2008,5,5,0,131,66,26.2,232,56.46,0,2,1
1157,BB Chari (ZIM),H,2015-2019,11,11,0,150,39,13.63,332,45.18,0,0,0
1158,BB Chari (ZIM),A,2020-2020,3,3,0,36,25,12,67,53.73,0,0,0
1159,BB Chari (ZIM),T,2015-2020,14,14,0,186,39,13.28,399,46.61,0,0,0
1160,BB McCullum (NZ),H,2002-2016,122,106,12,3188,119,33.91,2865,111.27,2,22,7
1161,BB McCullum (NZ),A,2002-2015,83,77,9,1586,96,23.32,1963,80.79,0,6,10
1162,BB McCullum (NZ),N,2002-2013,55,45,7,1309,166,34.44,1484,88.2,3,4,3
1163,BB McCullum (NZ),T,2002-2016,260,228,28,6083,166,30.41,6312,96.37,5,32,20
1164,BB Seebaran (CAN),A,2003-2003,1,-,-,-,-,-,-,-,-,-,-
1165,BB Seebaran (CAN),N,2003-2003,3,3,2,4,4*,4,13,30.76,0,0,1
1166,BB Seebaran (CAN),T,2003-2003,4,3,2,4,4*,4,13,30.76,0,0,1
1167,BB Sran (IND),A,2016-2016,6,-,-,-,-,-,-,-,-,-,-
1168,BB Sran (IND),T,2016-2016,6,-,-,-,-,-,-,-,-,-,-
1169,BC Broad (ENG),H,1987-1988,6,6,0,248,99,41.33,486,51.02,0,2,0
1170,BC Broad (ENG),A,1987-1988,16,16,0,606,106,37.87,1027,59,1,4,0
1171,BC Broad (ENG),N,1987-1987,12,12,0,507,97,42.25,934,54.28,0,5,2
1172,BC Broad (ENG),T,1987-1988,34,34,0,1361,106,40.02,2447,55.61,1,11,2
1173,BC Fortuin (SA),H,2020-2023,3,1,0,1,1,1,2,50,0,0,0
1174,BC Fortuin (SA),A,2022-2022,2,2,1,1,1,1,6,16.66,0,0,0
1175,BC Fortuin (SA),T,2020-2023,5,3,1,2,1,1,8,25,0,0,0
1176,BC Hollioake (ENG),H,1997-2001,7,7,1,181,63,30.16,193,93.78,0,2,2
1177,BC Hollioake (ENG),A,1998-2002,12,9,1,124,37,15.5,182,68.13,0,0,1
1178,BC Hollioake (ENG),N,1999-1999,1,1,0,4,4,4,6,66.66,0,0,0
1179,BC Hollioake (ENG),T,1997-2002,20,17,2,309,63,20.6,381,81.1,0,2,3
1180,BC Lara (ICC/WI),A,1990-2007,94,93,8,3212,117,37.78,4164,77.13,6,21,6
1181,BC Lara (ICC/WI),N,1991-2006,114,111,12,3969,169,40.09,4844,81.93,7,22,7
1182,BC Lara (ICC/WI),T,1990-2007,299,289,32,10405,169,40.48,13086,79.51,19,63,16
1183,BC Lara (WI),H,1992-2007,91,85,12,3224,146*,44.16,4078,79.05,6,20,3
1184,BC Rose (ENG),A,1977-1977,2,2,0,99,54,49.5,210,47.14,0,1,0
1185,BC Rose (ENG),T,1977-1977,2,2,0,99,54,49.5,210,47.14,0,1,0
1186,BC Strang (ZIM),H,1995-2001,15,6,3,42,15,14,95,44.21,0,0,0
1187,BC Strang (ZIM),A,1996-2001,19,12,4,41,18,5.12,85,48.23,0,0,1
1188,BC Strang (ZIM),N,1996-2001,15,8,1,9,4,1.28,40,22.5,0,0,4
1189,BC Strang (ZIM),T,1995-2001,49,26,8,92,18,5.11,220,41.81,0,0,5
1190,BCJ Cutting (AUS),H,2013-2013,3,1,0,27,27,27,45,60,0,0,0
1191,BCJ Cutting (AUS),A,2014-2014,1,1,0,26,26,26,22,118.18,0,0,0
1192,BCJ Cutting (AUS),T,2013-2014,4,2,0,53,27,26.5,67,79.1,0,0,0
1193,BD Glover (NED),H,2019-2021,3,2,1,20,18,20,34,58.82,0,0,0
1194,BD Glover (NED),A,2021-2023,4,2,1,8,6*,8,11,72.72,0,0,0
1195,BD Glover (NED),N,2022-2022,2,2,2,1,1*,-,1,100,0,0,0
1196,BD Glover (NED),T,2019-2023,9,6,4,29,18,14.5,46,63.04,0,0,0
1197,BD Julien (WI),H,1977-1977,1,1,0,20,20,20,26,76.92,0,0,0
1198,BD Julien (WI),A,1973-1976,6,4,0,18,9,4.5,40,45,0,0,1
1199,BD Julien (WI),N,1975-1975,5,3,2,48,26*,48,82,58.53,0,0,0
1200,BD Julien (WI),T,1973-1977,12,8,2,86,26*,14.33,148,58.1,0,0,1
1201,BDH Stevens (JER),N,2023-2023,1,1,0,1,1,1,5,20,0,0,0
1202,BDH Stevens (JER),T,2023-2023,1,1,0,1,1,1,5,20,0,0,0
1203,BE Congdon (NZ),H,1973-1976,7,6,2,282,101,70.5,369,76.42,1,1,0
1204,BE Congdon (NZ),A,1973-1978,4,3,1,56,52*,28,103,54.36,0,1,0
1205,BE Congdon (NZ),T,1973-1978,11,9,3,338,101,56.33,472,71.61,1,2,0
1206,BE Hendricks (SA),H,2019-2021,6,3,1,6,3,3,19,31.57,0,0,0
1207,BE Hendricks (SA),N,2019-2019,2,-,-,-,-,-,-,-,-,-,-
1208,BE Hendricks (SA),T,2019-2021,8,3,1,6,3,3,19,31.57,0,0,0
1209,BE Young (AUS),H,1998-1999,2,1,0,5,5,5,17,29.41,0,0,0
1210,BE Young (AUS),A,1998-1998,3,1,1,8,8*,-,6,133.33,0,0,0
1211,BE Young (AUS),N,1998-1998,1,1,0,18,18,18,24,75,0,0,0
1212,BE Young (AUS),T,1998-1999,6,3,1,31,18,15.5,47,65.95,0,0,0
1213,BF Hastings (NZ),H,1973-1975,5,4,0,75,37,18.75,120,62.5,0,0,0
1214,BF Hastings (NZ),A,1973-1975,3,2,0,10,10,5,38,26.31,0,0,1
1215,BF Hastings (NZ),N,1975-1975,3,3,1,66,34,33,113,58.4,0,0,0
1216,BF Hastings (NZ),T,1973-1975,11,9,1,151,37,18.87,271,55.71,0,0,1
1217,BFW de Leede (NED),H,2018-2022,16,16,0,364,89,22.75,626,58.14,0,2,3
1218,BFW de Leede (NED),A,2021-2022,4,3,0,65,37,21.66,113,57.52,0,0,0
1219,BFW de Leede (NED),N,2022-2022,3,3,0,51,34,17,128,39.84,0,0,0
1220,BFW de Leede (NED),T,2018-2022,23,22,0,480,89,21.81,867,55.36,0,2,3
1221,BG Hadlee (NZ),H,1975-1975,1,1,1,7,7*,-,16,43.75,0,0,0
1222,BG Hadlee (NZ),A,1975-1975,1,1,0,19,19,19,77,24.67,0,0,0
1223,BG Hadlee (NZ),T,1975-1975,2,2,1,26,19,26,93,27.95,0,0,0
1224,BG Lister (NZ),A,2023-2023,1,1,1,1,1*,-,3,33.33,0,0,0
1225,BG Lister (NZ),T,2023-2023,1,1,1,1,1*,-,3,33.33,0,0,0
1226,BG Rogers (ZIM),H,2002-2004,7,7,0,178,54,25.42,240,74.16,0,2,2
1227,BG Rogers (ZIM),A,2005-2005,8,8,0,300,84,37.5,449,66.81,0,3,0
1228,BG Rogers (ZIM),T,2002-2005,15,15,0,478,84,31.86,689,69.37,0,5,2
1229,BGK Walker (NZ),H,2001-2001,1,-,-,-,-,-,-,-,-,-,-
1230,BGK Walker (NZ),A,2000-2002,6,4,2,25,10,12.5,33,75.75,0,0,0
1231,BGK Walker (NZ),N,2001-2002,4,3,2,22,16*,22,46,47.82,0,0,0
1232,BGK Walker (NZ),T,2000-2002,11,7,4,47,16*,15.66,79,59.49,0,0,0
1233,BHG Gorlee (NED),N,2022-2022,3,3,0,29,16,9.66,55,52.72,0,0,0
1234,BHG Gorlee (NED),T,2022-2022,3,3,0,29,16,9.66,55,52.72,0,0,0
1235,Bhupinder Singh snr (IND),A,1994-1994,1,-,-,-,-,-,-,-,-,-,-
1236,Bhupinder Singh snr (IND),N,1994-1994,1,1,0,6,6,6,13,46.15,0,0,0
1237,Bhupinder Singh snr (IND),T,1994-1994,2,1,0,6,6,6,13,46.15,0,0,0
1238,Bikram Sob (NEPAL),A,2021-2022,2,2,0,3,2,1.5,13,23.07,0,0,0
1239,Bikram Sob (NEPAL),N,2021-2021,3,2,1,1,1,1,4,25,0,0,0
1240,Bikram Sob (NEPAL),T,2021-2022,5,4,1,4,2,1.33,17,23.52,0,0,0
1241,Bilal Asif (PAK),A,2015-2015,2,2,0,38,38,19,42,90.47,0,0,1
1242,Bilal Asif (PAK),N,2015-2015,1,1,0,2,2,2,7,28.57,0,0,0
1243,Bilal Asif (PAK),T,2015-2015,3,3,0,40,38,13.33,49,81.63,0,0,1
1244,Bilal Khan (OMA),H,2020-2022,13,6,2,15,9,3.75,24,62.5,0,0,1
1245,Bilal Khan (OMA),A,2019-2023,11,7,5,11,8*,5.5,23,47.82,0,0,2
1246,Bilal Khan (OMA),N,2019-2023,14,3,2,1,1*,1,9,11.11,0,0,1
1247,Bilal Khan (OMA),T,2019-2023,38,16,9,27,9,3.85,56,48.21,0,0,4
1248,Bilawal Bhatti (PAK),A,2013-2015,5,5,0,70,39,14,61,114.75,0,0,1
1249,Bilawal Bhatti (PAK),N,2013-2014,5,2,1,19,18,19,14,135.71,0,0,0
1250,Bilawal Bhatti (PAK),T,2013-2015,10,7,1,89,39,14.83,75,118.66,0,0,1
1251,BJ Diamanti (NZ),A,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
1252,BJ Diamanti (NZ),T,2009-2009,1,1,1,26,26*,-,22,118.18,0,0,0
1253,BJ Haddin (AUS),H,2001-2015,61,52,9,1341,109,31.18,1523,88.04,1,4,0
1254,BJ Haddin (AUS),A,2004-2015,41,39,4,1122,110,32.05,1318,85.12,1,8,1
1255,BJ Haddin (AUS),N,2004-2014,24,24,3,659,88,31.38,865,76.18,0,4,1
1256,BJ Haddin (AUS),T,2001-2015,126,115,16,3122,110,31.53,3706,84.24,2,16,2
1257,BJ Hodge (AUS),H,2006-2007,7,7,1,161,99*,26.83,172,93.6,0,1,1
1258,BJ Hodge (AUS),A,2005-2007,13,12,1,262,97*,23.81,368,71.19,0,2,2
1259,BJ Hodge (AUS),N,2007-2007,5,2,0,152,123,76,117,129.91,1,0,0
1260,BJ Hodge (AUS),T,2005-2007,25,21,2,575,123,30.26,657,87.51,1,3,3
1261,BJ McCarthy (IRE),H,2016-2019,14,11,3,81,18,10.12,137,59.12,0,0,1
1262,BJ McCarthy (IRE),A,2017-2021,13,8,1,51,17*,7.28,93,54.83,0,0,1
1263,BJ McCarthy (IRE),N,2016-2021,11,7,2,30,13,6,55,54.54,0,0,2
1264,BJ McCarthy (IRE),T,2016-2021,38,26,6,162,18,8.1,285,56.84,0,0,4
1265,BJ McKechnie (NZ),H,1976-1976,2,1,0,8,8,8,21,38.09,0,0,0
1266,BJ McKechnie (NZ),A,1975-1981,6,5,3,32,27,16,71,45.07,0,0,1
1267,BJ McKechnie (NZ),N,1975-1979,6,2,1,14,13*,14,53,26.41,0,0,0
1268,BJ McKechnie (NZ),T,1975-1981,14,8,4,54,27,13.5,145,37.24,0,0,1
1269,BJ Patel (KENYA),H,2001-2006,5,4,0,83,42,20.75,167,49.7,0,0,0
1270,BJ Patel (KENYA),A,2001-2006,13,11,2,127,44,14.11,267,47.56,0,0,1
1271,BJ Patel (KENYA),N,2001-2004,13,10,1,150,40*,16.66,302,49.66,0,0,3
1272,BJ Patel (KENYA),T,2001-2006,31,25,3,360,44,16.36,736,48.91,0,0,4
1273,BJ Watling (NZ),H,2013-2013,3,3,0,10,7,3.33,39,25.64,0,0,0
1274,BJ Watling (NZ),A,2010-2016,23,21,2,561,96*,29.52,788,71.19,0,5,3
1275,BJ Watling (NZ),N,2010-2018,2,1,0,2,2,2,11,18.18,0,0,0
1276,BJ Watling (NZ),T,2010-2018,28,25,2,573,96*,24.91,838,68.37,0,5,3
1277,BKG Mendis (SL),H,2016-2022,42,42,5,1373,119,37.1,1577,87.06,2,10,4
1278,BKG Mendis (SL),A,2016-2023,36,34,1,911,77,27.6,1136,80.19,0,8,5
1279,BKG Mendis (SL),N,2016-2019,17,17,0,370,94,21.76,439,84.28,0,2,4
1280,BKG Mendis (SL),T,2016-2023,95,93,6,2654,119,30.5,3152,84.2,2,20,13
1281,BKV Prasad (IND),H,1994-2000,46,13,4,54,19,6,94,57.44,0,0,2
1282,BKV Prasad (IND),A,1994-2001,41,15,8,32,10*,4.57,53,60.37,0,0,4
1283,BKV Prasad (IND),N,1994-2001,74,35,19,135,19,8.43,220,61.36,0,0,2
1284,BKV Prasad (IND),T,1994-2001,161,63,31,221,19,6.9,367,60.21,0,0,8
1285,BL Cairns (NZ),H,1974-1985,21,15,3,279,44,23.25,259,107.72,0,0,1
1286,BL Cairns (NZ),A,1976-1985,35,33,2,416,60,13.41,418,99.52,0,2,3
1287,BL Cairns (NZ),N,1975-1985,22,17,1,292,49,18.25,264,110.6,0,0,2
1288,BL Cairns (NZ),T,1974-1985,78,65,6,987,60,16.72,941,104.88,0,2,6
1289,BL D'Oliveira (ENG),H,1972-1972,3,3,1,13,6,6.5,27,48.14,0,0,0
1290,BL D'Oliveira (ENG),A,1971-1971,1,1,0,17,17,17,16,106.25,0,0,0
1291,BL D'Oliveira (ENG),T,1971-1972,4,4,1,30,17,10,43,69.76,0,0,0
1292,BL Kotze (NAM),A,2003-2003,1,-,-,-,-,-,-,-,-,-,-
1293,BL Kotze (NAM),N,2003-2003,4,4,1,27,24*,9,51,52.94,0,0,2
1294,BL Kotze (NAM),T,2003-2003,5,4,1,27,24*,9,51,52.94,0,0,2
1295,BM Duckett (ENG),A,2016-2023,6,6,0,146,63,24.33,194,75.25,0,2,2
1296,BM Duckett (ENG),T,2016-2023,6,6,0,146,63,24.33,194,75.25,0,2,2
1297,BM Laird (AUS),H,1979-1982,16,16,1,316,117*,21.06,625,50.56,1,0,0
1298,BM Laird (AUS),A,1980-1982,7,7,2,278,91*,55.6,480,57.91,0,2,0
1299,BM Laird (AUS),T,1979-1982,23,23,3,594,117*,29.7,1105,53.75,1,2,0
1300,BM Mauricette (CAN),A,1979-1979,1,1,0,0,0,0,8,0,0,0,1
1301,BM Mauricette (CAN),N,1979-1979,2,2,0,20,15,10,60,33.33,0,0,0
1302,BM Mauricette (CAN),T,1979-1979,3,3,0,20,15,6.66,68,29.41,0,0,1
1303,BM McMillan (SA),H,1992-1996,21,13,4,185,45*,20.55,295,62.71,0,0,0
1304,BM McMillan (SA),A,1991-1998,26,20,4,381,127,23.81,498,76.5,1,0,2
1305,BM McMillan (SA),N,1992-1998,31,19,8,275,37*,25,354,77.68,0,0,1
1306,BM McMillan (SA),T,1991-1998,78,52,16,841,127,23.36,1147,73.32,1,0,3
1307,BM Scholtz (NAM),H,2019-2023,16,8,5,57,18*,19,65,87.69,0,0,1
1308,BM Scholtz (NAM),A,2019-2023,12,7,4,30,13*,10,69,43.47,0,0,1
1309,BM Scholtz (NAM),N,2019-2023,13,8,2,89,30,14.83,159,55.97,0,0,0
1310,BM Scholtz (NAM),T,2019-2023,41,23,11,176,30,14.66,293,60.06,0,0,2
1311,BM Tickner (NZ),H,2022-2023,4,2,2,7,6*,-,7,100,0,0,0
1312,BM Tickner (NZ),A,2022-2023,9,5,3,9,6,4.5,21,42.85,0,0,0
1313,BM Tickner (NZ),T,2022-2023,13,7,5,16,6*,8,28,57.14,0,0,0
1314,BM Wheeler (NZ),A,2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0
1315,BM Wheeler (NZ),T,2015-2015,6,4,4,58,39*,-,47,123.4,0,0,0
1316,BMAJ Mendis (SL),H,2011-2014,22,15,5,240,72,24,258,93.02,0,1,1
1317,BMAJ Mendis (SL),A,2010-2019,26,19,2,255,48,15,307,83.06,0,0,1
1318,BMAJ Mendis (SL),N,2010-2019,10,10,3,141,35*,20.14,204,69.11,0,0,0
1319,BMAJ Mendis (SL),T,2010-2019,58,44,10,636,72,18.7,769,82.7,0,1,2
1320,BMW Patterson (SCOT),H,1999-1999,1,1,0,0,0,0,2,0,0,0,1
1321,BMW Patterson (SCOT),N,1999-1999,2,2,0,10,10,5,41,24.39,0,0,1
1322,BMW Patterson (SCOT),T,1999-1999,3,3,0,10,10,3.33,43,23.25,0,0,2
1323,BN Cooper (NED),H,2018-2021,9,9,1,110,35,13.75,146,75.34,0,0,2
1324,BN Cooper (NED),A,2013-2013,2,1,0,74,74,74,59,125.42,0,1,0
1325,BN Cooper (NED),N,2014-2014,2,1,0,3,3,3,2,150,0,0,0
1326,BN Cooper (NED),T,2013-2021,13,11,1,187,74,18.7,207,90.33,0,1,2
1327,BN French (ENG),A,1985-1988,10,5,3,23,9*,11.5,42,54.76,0,0,1
1328,BN French (ENG),N,1985-1987,3,3,0,11,7,3.66,29,37.93,0,0,1
1329,BN French (ENG),T,1985-1988,13,8,3,34,9*,6.8,71,47.88,0,0,2
1330,BN Schultz (SA),H,1992-1992,1,-,-,-,-,-,-,-,-,-,-
1331,BN Schultz (SA),T,1992-1992,1,-,-,-,-,-,-,-,-,-,-
1332,BO van Rooi (NAM),N,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
1333,BO van Rooi (NAM),T,2003-2003,3,3,2,26,17,26,38,68.42,0,0,0
1334,BOP Fernando (SL),A,2019-2021,8,8,0,148,49,18.5,230,64.34,0,0,1
1335,BOP Fernando (SL),T,2019-2021,8,8,0,148,49,18.5,230,64.34,0,0,1
1336,BP Bracewell (NZ),A,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
1337,BP Bracewell (NZ),T,1978-1978,1,1,1,0,0*,-,4,0,0,0,0
1338,BP Julian (AUS),H,1999-1999,11,8,0,89,25,11.12,114,78.07,0,0,2
1339,BP Julian (AUS),A,1993-1999,11,7,0,106,35,15.14,114,92.98,0,0,2
1340,BP Julian (AUS),N,1998-1999,3,2,0,29,20,14.5,22,131.81,0,0,0
1341,BP Julian (AUS),T,1993-1999,25,17,0,224,35,13.17,250,89.6,0,0,4
1342,BP Kruger (NED),H,2010-2010,2,1,0,15,15,15,21,71.42,0,0,0
1343,BP Kruger (NED),A,2010-2011,2,2,0,17,9,8.5,29,58.62,0,0,0
1344,BP Kruger (NED),N,2010-2010,1,-,-,-,-,-,-,-,-,-,-
